CpG_ID,spearman_corr,abs_corr
cg20608990,-0.27625372889132455,0.27625372889132455
cg06822816,0.2760571560235933,0.2760571560235933
cg16886987,0.27601085701961575,0.27601085701961575
cg11377136,0.2759013781038636,0.2759013781038636
cg06972565,-0.27583627000441946,0.27583627000441946
cg14780466,0.27568540690760807,0.27568540690760807
cg14614094,0.2755147211398696,0.2755147211398696
cg10189695,0.2753337512652548,0.2753337512652548
cg08129310,-0.27531654333860467,0.27531654333860467
cg06288154,0.27523961138668324,0.27523961138668324
cg01824603,-0.2751528135416978,0.2751528135416978
cg11998703,0.27507959664352444,0.27507959664352444
cg22650617,0.27500539053499634,0.27500539053499634
cg15612947,-0.27496661816072454,0.27496661816072454
cg05823563,-0.27489508228210147,0.27489508228210147
cg03045635,0.2748940166251722,0.2748940166251722
cg04781494,-0.2748819410608295,0.2748819410608295
cg27649239,0.274775267273314,0.274775267273314
cg19009305,-0.27474590911033386,0.27474590911033386
cg23125492,0.27466217461815207,0.27466217461815207
cg04597433,0.2746243648247283,0.2746243648247283
cg06230736,0.27437042908919146,0.27437042908919146
cg01484075,-0.2741538076446776,0.2741538076446776
cg06471536,-0.27413886093456535,0.27413886093456535
cg27058486,0.2741190529421467,0.2741190529421467
cg26296488,0.2740962073522865,0.2740962073522865
cg22116041,-0.27406197997700366,0.27406197997700366
cg16071713,-0.2740396520791199,0.2740396520791199
cg01412469,-0.2740070811808882,0.2740070811808882
cg17391928,0.27396068115802924,0.27396068115802924
cg00397635,0.27378065789765205,0.27378065789765205
cg23479922,0.27375558580668063,0.27375558580668063
cg14178895,-0.27370030587982125,0.27370030587982125
cg19554389,0.27368789249575426,0.27368789249575426
cg03242819,0.27353694096419967,0.27353694096419967
cg02812891,0.2734400911820798,0.2734400911820798
cg21678445,0.273327827304517,0.273327827304517
cg13347071,0.27326697380949727,0.27326697380949727
cg14312860,-0.2732404942218365,0.2732404942218365
cg07203423,0.27293998783106527,0.27293998783106527
cg18634760,-0.27293771549617213,0.27293771549617213
cg18376497,-0.2729001029816982,0.2729001029816982
cg07103129,0.27289089148600276,0.27289089148600276
cg06782035,0.27264975603353114,0.27264975603353114
cg18863333,0.2725865329330415,0.2725865329330415
cg02153334,-0.27254438216091526,0.27254438216091526
cg19861914,-0.2725422949443196,0.2725422949443196
cg04006839,-0.2724186962596416,0.2724186962596416
cg07650391,-0.2724003994215263,0.2724003994215263
cg20717123,0.2723733079473297,0.2723733079473297
cg18710462,0.272282902309626,0.272282902309626
cg01260170,0.2721948532359922,0.2721948532359922
cg10416527,0.2721561929768036,0.2721561929768036
cg08002883,0.27214551921946856,0.27214551921946856
cg21444693,0.2721203386806959,0.2721203386806959
cg14312538,0.2720925756437439,0.2720925756437439
cg18449120,0.2720228840219444,0.2720228840219444
cg02409108,0.27198812275490075,0.27198812275490075
cg04786857,0.2719744234363351,0.2719744234363351
cg08165221,0.27196802707162704,0.27196802707162704
cg26894523,0.27196719885746284,0.27196719885746284
cg15345396,-0.27195006842640396,0.27195006842640396
cg07755735,0.2719391666533578,0.2719391666533578
cg15892280,-0.271932270317265,0.271932270317265
cg04453050,0.2719052053961212,0.2719052053961212
cg23843953,-0.27185766649914983,0.27185766649914983
cg20008332,0.27179926796684556,0.27179926796684556
cg18673377,0.2717658912390053,0.2717658912390053
cg06376949,-0.2717325171455995,0.2717325171455995
cg14166009,0.2717121432755719,0.2717121432755719
cg24628676,0.27168312859860955,0.27168312859860955
cg03181248,0.27167940644631194,0.27167940644631194
cg19485804,-0.2715781154128037,0.2715781154128037
cg26565021,0.2715251873282836,0.2715251873282836
cg07223106,-0.271522539325619,0.271522539325619
cg21095561,0.27150823837368954,0.27150823837368954
cg20311863,0.27149739637437964,0.27149739637437964
cg00400165,-0.2714815062269018,0.2714815062269018
cg00939495,0.2714737253745728,0.2714737253745728
cg20049415,0.2714474464555958,0.2714474464555958
cg01606027,-0.27142480326420976,0.27142480326420976
cg24794228,0.2714205469873596,0.2714205469873596
cg17457560,0.2713741150308553,0.2713741150308553
cg24922090,0.27134523010445766,0.27134523010445766
cg01359822,-0.2712968588129265,0.2712968588129265
cg09547119,0.27125730122495134,0.27125730122495134
cg26550194,-0.2712143010624842,0.2712143010624842
cg08928145,0.27109562531242604,0.27109562531242604
cg06806210,-0.27109534131716884,0.27109534131716884
cg25482900,0.27105880419225253,0.27105880419225253
cg21579239,-0.27104711887661964,0.27104711887661964
cg16832267,0.27102553958040293,0.27102553958040293
cg26734888,0.27090773363090637,0.27090773363090637
cg05191076,0.27083539352939306,0.27083539352939306
cg27435498,0.27083008506740763,0.27083008506740763
cg06817802,-0.2708143167666702,0.2708143167666702
cg11577329,-0.27075360866567844,0.27075360866567844
cg07570142,0.2707176912180942,0.2707176912180942
cg22706610,0.2704635795826822,0.2704635795826822
cg06419850,0.2704489617876943,0.2704489617876943
cg16670554,0.27043999479019926,0.27043999479019926
cg00419702,0.27034607282894174,0.27034607282894174
cg03216884,-0.2702959681519053,0.2702959681519053
cg06394229,-0.2702911408360169,0.2702911408360169
cg22774605,-0.2702310963139923,0.2702310963139923
cg02081733,0.2702149828305893,0.2702149828305893
cg11144641,0.27019384271399793,0.27019384271399793
cg23756264,-0.27012928849186413,0.27012928849186413
cg03146949,0.2700738094176382,0.2700738094176382
cg17830985,0.2700315909644412,0.2700315909644412
cg13836098,0.27003144903699305,0.27003144903699305
cg03357664,-0.2700149877546717,0.2700149877546717
cg08430009,0.269927962925093,0.269927962925093
cg22736354,0.2699006734889757,0.2699006734889757
cg14027907,0.2697701774281468,0.2697701774281468
cg07855221,-0.269722510897342,0.269722510897342
cg02587316,0.26957688545153385,0.26957688545153385
cg01580228,-0.269568332699816,0.269568332699816
cg13954457,0.2695528064449951,0.2695528064449951
cg26013975,-0.26952151288048487,0.26952151288048487
cg13939859,0.26950347938643415,0.26950347938643415
cg12104698,-0.2694774342840446,0.2694774342840446
cg15618978,0.2694739791696533,0.2694739791696533
cg23240479,-0.26939229516631985,0.26939229516631985
cg08575330,0.26938186899002853,0.26938186899002853
cg09122223,-0.2692987142341474,0.2692987142341474
cg01875596,-0.26925172067484754,0.26925172067484754
cg02055132,0.2692274053075399,0.2692274053075399
cg00456637,0.26922016407530636,0.26922016407530636
cg05207048,-0.2691472078481435,0.2691472078481435
cg06433694,0.2690996931191879,0.2690996931191879
cg22190438,0.26906147243707695,0.26906147243707695
cg06458239,0.2690250142743639,0.2690250142743639
cg25397945,0.26901329322197837,0.26901329322197837
cg05481257,0.2690067755142105,0.2690067755142105
cg27062795,0.26890129042792466,0.26890129042792466
cg15731056,0.2688758515390913,0.2688758515390913
cg00162001,-0.26884707304080785,0.26884707304080785
cg19098763,0.26883386792517744,0.26883386792517744
cg22517995,0.26875821459114346,0.26875821459114346
cg03606215,0.26875519379722806,0.26875519379722806
cg01245721,-0.26873368053406854,0.26873368053406854
cg15692360,-0.2686709646655254,0.2686709646655254
cg03210257,0.2686627645891184,0.2686627645891184
cg19722698,-0.268648118517231,0.268648118517231
cg05209584,0.26860952689954704,0.26860952689954704
cg05381795,-0.26860884430703635,0.26860884430703635
cg10358533,0.268434642720728,0.268434642720728
cg03124318,-0.26840514748650096,0.26840514748650096
cg00724839,-0.268287721316506,0.268287721316506
cg21657577,0.2682873583199574,0.2682873583199574
cg20921890,-0.2682721485891612,0.2682721485891612
cg09976051,-0.268249259430289,0.268249259430289
cg18329187,0.2681245679233054,0.2681245679233054
cg00957698,-0.26811695486761206,0.26811695486761206
cg16764637,0.2680919907645179,0.2680919907645179
cg24214152,0.26807227373256126,0.26807227373256126
cg18630667,0.2680714355422585,0.2680714355422585
cg07135732,0.2680453670104297,0.2680453670104297
cg21058822,-0.2680303218590203,0.2680303218590203
cg19416570,0.2680172399166466,0.2680172399166466
cg27341866,-0.26792951073550264,0.26792951073550264
cg22716949,-0.26787062893280317,0.26787062893280317
cg04804094,-0.26786475415462574,0.26786475415462574
cg21547763,-0.26780550584558493,0.26780550584558493
cg00463631,0.2677542427281154,0.2677542427281154
cg01046511,-0.26767876988376005,0.26767876988376005
cg23834593,-0.2676524983959947,0.2676524983959947
cg19156875,0.2676481520515731,0.2676481520515731
cg19078576,0.26751569726100616,0.26751569726100616
cg02904344,-0.26748395326961777,0.26748395326961777
cg23244289,0.26747995858034623,0.26747995858034623
cg00109356,0.2674713982537243,0.2674713982537243
cg13381486,0.2674480358048381,0.2674480358048381
cg12121643,0.26743389274479157,0.26743389274479157
cg10344832,0.26735792477033793,0.26735792477033793
cg26410450,0.2673252753579048,0.2673252753579048
cg20970886,-0.2673123298272786,0.2673123298272786
cg13631916,0.267153791665761,0.267153791665761
cg12850078,0.26712421156145394,0.26712421156145394
cg07190535,0.2671184610933895,0.2671184610933895
cg02489552,0.2669800548420754,0.2669800548420754
cg15126544,0.26696676598859775,0.26696676598859775
cg18468394,0.26694943567179336,0.26694943567179336
cg00070680,0.26694668390026616,0.26694668390026616
cg02408538,-0.2669393608040156,0.2669393608040156
cg01603847,0.2669258006326523,0.2669258006326523
cg16896079,0.26675907294276674,0.26675907294276674
cg04085447,-0.26673767840412255,0.26673767840412255
cg01916333,0.2667050014077501,0.2667050014077501
cg22331349,0.2666874147663267,0.2666874147663267
cg11410023,0.2666785067698313,0.2666785067698313
cg04260867,-0.2665802358757881,0.2665802358757881
cg16703934,-0.2665241181890616,0.2665241181890616
cg19162158,0.26639622707816785,0.26639622707816785
cg00590036,0.2663462851714513,0.2663462851714513
cg02743222,0.2663009545962034,0.2663009545962034
cg02841155,0.266279858504089,0.266279858504089
cg06729381,-0.26627857174751635,0.26627857174751635
cg03968755,0.26617636558756097,0.26617636558756097
cg22289581,0.2661742391627707,0.2661742391627707
cg21221712,-0.2661673030154121,0.2661673030154121
cg24767131,0.2661283751303646,0.2661283751303646
cg26059468,0.26612596406582456,0.26612596406582456
cg06372475,-0.2660881631981355,0.2660881631981355
cg06119874,-0.2660817890068215,0.2660817890068215
cg09848114,-0.26596604101723814,0.26596604101723814
cg21066063,-0.265926039729442,0.265926039729442
cg01729717,0.2659152884075815,0.2659152884075815
cg26885220,0.2659127169220226,0.2659127169220226
cg02623400,0.2658952113412823,0.2658952113412823
cg15672768,0.2658731327983597,0.2658731327983597
cg26252167,0.26586111892066794,0.26586111892066794
cg19323059,-0.2658416628963687,0.2658416628963687
cg09676860,0.2658329840025453,0.2658329840025453
cg18202449,0.26573739087872644,0.26573739087872644
cg23818351,-0.2657285964942773,0.2657285964942773
cg23325999,-0.2656303302748634,0.2656303302748634
cg11885396,0.2656267590414602,0.2656267590414602
cg25720804,0.2655978156604337,0.2655978156604337
cg18229767,-0.2655946529691403,0.2655946529691403
cg04768713,0.2655833707396449,0.2655833707396449
cg07565551,-0.26543743933708036,0.26543743933708036
cg15753746,0.26536866173306234,0.26536866173306234
cg11788523,0.2653631937879839,0.2653631937879839
cg05227131,0.26529873396186443,0.26529873396186443
cg07317843,-0.26526743834740635,0.26526743834740635
cg14965639,-0.2652137874867078,0.2652137874867078
cg00208830,-0.2652027938522006,0.2652027938522006
cg03301498,-0.26517688069475137,0.26517688069475137
cg26671652,0.26516319251257764,0.26516319251257764
cg18842107,-0.26514311487171793,0.26514311487171793
cg05923226,0.26506344614034477,0.26506344614034477
cg13501527,-0.26503692698194775,0.26503692698194775
cg03528246,-0.26503690333531077,0.26503690333531077
cg12451153,0.26495336659799096,0.26495336659799096
cg05694245,0.2649449900065449,0.2649449900065449
cg21463740,0.26494297771709713,0.26494297771709713
cg06745001,-0.2649284355154772,0.2649284355154772
cg08863440,0.2649197857899104,0.2649197857899104
cg06993118,0.26490570755385967,0.26490570755385967
cg18146737,0.26488916172577215,0.26488916172577215
cg19998368,0.2648377510398743,0.2648377510398743
cg21529405,0.2648267748875069,0.2648267748875069
cg06834507,-0.2648194943453924,0.2648194943453924
cg23356831,-0.2647737994228888,0.2647737994228888
cg26170604,0.26477111828057315,0.26477111828057315
cg20980055,0.26470753997405955,0.26470753997405955
cg12744820,0.264704814059932,0.264704814059932
cg10687131,0.2646023750044447,0.2646023750044447
cg03032098,0.26456374375472336,0.26456374375472336
cg11686427,0.2645543097584934,0.2645543097584934
cg08004425,0.2645530507818395,0.2645530507818395
cg00699993,0.2644506629550892,0.2644506629550892
cg01529404,-0.2644407502859356,0.2644407502859356
cg11789612,0.2643771499143625,0.2643771499143625
cg19915738,0.26436298912819145,0.26436298912819145
cg26156448,0.2643248955533858,0.2643248955533858
cg04365102,-0.2643024475394413,0.2643024475394413
cg03614193,0.2642988996609889,0.2642988996609889
cg18832632,0.2642968536948277,0.2642968536948277
cg12020444,-0.2642530078902245,0.2642530078902245
cg07060551,0.26419963318061634,0.26419963318061634
cg13027727,-0.26419930587930235,0.26419930587930235
cg01765174,-0.26419148947617627,0.26419148947617627
cg12700904,0.26416248523368735,0.26416248523368735
cg22225849,-0.264149068577477,0.264149068577477
cg17802213,0.26413249318961524,0.26413249318961524
cg26144658,0.2640954018368293,0.2640954018368293
cg21693907,-0.2640907128438221,0.2640907128438221
cg19697475,0.26405277894608437,0.26405277894608437
cg04794141,-0.26404540220044165,0.26404540220044165
cg15393702,-0.2640235662710942,0.2640235662710942
cg11825621,0.264004779257067,0.264004779257067
cg17811778,0.26397733726324435,0.26397733726324435
cg06410537,0.2639667152308638,0.2639667152308638
cg20575761,0.26386909357086463,0.26386909357086463
cg06335867,0.2638608816249786,0.2638608816249786
cg12028548,0.26384205695645435,0.26384205695645435
cg00500564,0.26384125283523807,0.26384125283523807
cg10635122,0.26377835493640844,0.26377835493640844
cg13464915,0.26372513597097713,0.26372513597097713
cg09295081,0.2636734491436932,0.2636734491436932
cg06022942,0.2636312591003693,0.2636312591003693
cg05898618,-0.2636018870550734,0.2636018870550734
cg06487194,-0.2635876089107476,0.2635876089107476
cg12876356,0.2635715841381931,0.2635715841381931
cg07922606,0.26356486143636126,0.26356486143636126
cg17398677,0.2635648081214142,0.2635648081214142
cg21249659,-0.2635417378238335,0.2635417378238335
cg10244368,0.26353425664557323,0.26353425664557323
cg04332534,0.263522319681751,0.263522319681751
cg14036830,0.2635215983768201,0.2635215983768201
cg13696942,0.26350992030477527,0.26350992030477527
cg12961842,0.26350118725471994,0.26350118725471994
cg10143067,0.26346549881259246,0.26346549881259246
cg03986829,0.2634534222546614,0.2634534222546614
cg24366314,0.2633823682048452,0.2633823682048452
cg16033053,0.26338125495186954,0.26338125495186954
cg14684937,-0.26337972436385937,0.26337972436385937
cg15060012,0.26336276351213406,0.26336276351213406
cg11728145,-0.2633211340729525,0.2633211340729525
cg03149432,0.26332089177942986,0.26332089177942986
cg14098681,0.26326984657637037,0.26326984657637037
cg23563866,0.26326711594508184,0.26326711594508184
cg25115993,0.2632627991793317,0.2632627991793317
cg01972751,0.26322618883707505,0.26322618883707505
cg14754581,-0.2632209952365052,0.2632209952365052
cg12718339,0.2632182540307891,0.2632182540307891
cg05454501,0.2632174728315404,0.2632174728315404
cg13668618,0.2631357612734318,0.2631357612734318
cg21187554,0.26309611332169497,0.26309611332169497
cg18345635,-0.2630937479114113,0.2630937479114113
cg21756476,-0.26307766370427127,0.26307766370427127
cg00469856,0.2630746326784902,0.2630746326784902
cg02582387,0.26304285345884115,0.26304285345884115
cg00287312,0.26303660610979446,0.26303660610979446
cg23367608,0.2630125704906345,0.2630125704906345
cg02904554,-0.26300691827207495,0.26300691827207495
cg23833452,0.26295683843464335,0.26295683843464335
cg08729318,0.2629367948010715,0.2629367948010715
cg17393267,0.2629260079355308,0.2629260079355308
cg00127167,0.2629102698464536,0.2629102698464536
cg23743114,-0.26284741219190805,0.26284741219190805
cg04746199,0.2627969925057248,0.2627969925057248
cg08314996,-0.26276693535614704,0.26276693535614704
cg16969368,0.26275277779687817,0.26275277779687817
cg03173942,-0.2627505691654795,0.2627505691654795
cg00963169,0.2627398403007329,0.2627398403007329
cg09713234,0.2627123651427966,0.2627123651427966
cg19375479,0.2627118077767191,0.2627118077767191
cg05870820,-0.2627093397627222,0.2627093397627222
cg07684169,0.2626470948524226,0.2626470948524226
cg18231184,-0.26264020733644644,0.26264020733644644
cg05539745,0.26263988805670385,0.26263988805670385
cg18356785,0.2626165246796911,0.2626165246796911
cg11431957,0.26261286904058867,0.26261286904058867
cg24475782,0.2625850227643931,0.2625850227643931
cg25084878,0.26257724677099614,0.26257724677099614
cg23035602,0.2625743784393494,0.2625743784393494
cg13702996,0.2625404725323983,0.2625404725323983
cg18794839,0.2625274239181887,0.2625274239181887
cg03818395,-0.26246933076073486,0.26246933076073486
cg25705486,0.26244285910495824,0.26244285910495824
cg22204479,0.26242962223264965,0.26242962223264965
cg17186168,0.2624274231131114,0.2624274231131114
cg11633461,-0.2624250532304991,0.2624250532304991
cg14026459,0.26240477610957696,0.26240477610957696
cg18591496,0.26238220759212955,0.26238220759212955
cg09330153,0.2623395027907119,0.2623395027907119
cg16790794,0.26233898935668887,0.26233898935668887
cg03365937,-0.2623061051617252,0.2623061051617252
cg22065614,0.26223168286190673,0.26223168286190673
cg18659081,-0.26222414539945715,0.26222414539945715
cg07781701,-0.2621874237002821,0.2621874237002821
cg09300089,-0.2621865879706242,0.2621865879706242
cg02767613,0.2621562134935085,0.2621562134935085
cg11269599,0.2621445588127704,0.2621445588127704
cg01154353,-0.2620744896199006,0.2620744896199006
cg03562414,0.26206358335287144,0.26206358335287144
cg20286200,0.2620631193549258,0.2620631193549258
cg21239311,0.26206306663705087,0.26206306663705087
cg20985755,0.26205722395012293,0.26205722395012293
cg05697849,0.26200421619925696,0.26200421619925696
cg10989897,0.26198816058512564,0.26198816058512564
cg22333960,0.26197983396539615,0.26197983396539615
cg05204798,0.2619749600392152,0.2619749600392152
cg20348196,-0.2619457378894812,0.2619457378894812
cg19594305,0.2619220531064242,0.2619220531064242
cg12422450,0.2618999068153474,0.2618999068153474
cg02027561,-0.2618733333335422,0.2618733333335422
cg23473443,0.26187129541653814,0.26187129541653814
cg26339504,0.261867828914574,0.261867828914574
cg05640423,-0.26183081121786245,0.26183081121786245
cg19640821,-0.26182118321845493,0.26182118321845493
cg19009132,-0.26181404496837013,0.26181404496837013
cg16376000,0.26181344577221055,0.26181344577221055
cg03928546,0.26180297588464163,0.26180297588464163
cg26282384,0.26178512422236516,0.26178512422236516
cg26758396,-0.261757198748593,0.261757198748593
cg14273116,0.26173210553569815,0.26173210553569815
cg25455811,-0.2617205909119326,0.2617205909119326
cg15000379,0.26168136811090104,0.26168136811090104
cg00191625,-0.2616717091607497,0.2616717091607497
cg21926708,0.2616060959285605,0.2616060959285605
cg08652487,0.26156516592474516,0.26156516592474516
cg25026529,0.26154152138450953,0.26154152138450953
cg19678538,0.2615325068300734,0.2615325068300734
cg24612498,-0.26148182353517463,0.26148182353517463
cg25678815,0.26148013946186477,0.26148013946186477
cg10511904,0.26147241466030774,0.26147241466030774
cg25212701,-0.26146447331052575,0.26146447331052575
cg04128746,0.26138416280623133,0.26138416280623133
cg22653976,0.2613438965542915,0.2613438965542915
cg23513318,0.2613433461641918,0.2613433461641918
cg19560758,0.2613111854118235,0.2613111854118235
cg08554295,0.26127438641113293,0.26127438641113293
cg02335533,-0.2612742395536927,0.2612742395536927
cg24719005,0.2612721422106237,0.2612721422106237
cg21200408,0.26124634970380506,0.26124634970380506
cg24038105,-0.26122190165184395,0.26122190165184395
cg27252696,0.2612114395162128,0.2612114395162128
cg13786089,0.26120933282373043,0.26120933282373043
cg07739927,-0.26120695086363455,0.26120695086363455
cg02179764,-0.26114453702228924,0.26114453702228924
cg09668400,0.26113465917266526,0.26113465917266526
cg12158471,0.2611148696831859,0.2611148696831859
cg13198321,0.26108786075193613,0.26108786075193613
cg01770400,-0.2610481957715572,0.2610481957715572
cg20443254,0.2610379129414016,0.2610379129414016
cg15953602,0.2610365824132914,0.2610365824132914
cg10784386,0.26103231382421627,0.26103231382421627
cg12017722,-0.2610141259012917,0.2610141259012917
cg09430118,0.26101027886107775,0.26101027886107775
cg00384539,0.26100033014930796,0.26100033014930796
cg09022422,0.2609614330003601,0.2609614330003601
cg16899036,-0.260949004672174,0.260949004672174
cg05289022,-0.2609439463936786,0.2609439463936786
cg11436222,0.2609047680327753,0.2609047680327753
cg25662463,0.26089883871716574,0.26089883871716574
cg05020604,0.26089826855935316,0.26089826855935316
cg12920180,0.26086121395941225,0.26086121395941225
cg16616521,0.2608488433858331,0.2608488433858331
cg04792712,0.26083255159523855,0.26083255159523855
cg18541087,-0.26082329805259485,0.26082329805259485
cg25987102,-0.2607611809718455,0.2607611809718455
cg07474494,0.2607564726295096,0.2607564726295096
cg02814118,-0.2607526366667124,0.2607526366667124
cg00575005,0.2607256598955745,0.2607256598955745
cg10557578,-0.260681293733292,0.260681293733292
cg20800509,0.2606721122540112,0.2606721122540112
cg11418477,0.26065241198270234,0.26065241198270234
cg04006722,0.26064708794862845,0.26064708794862845
cg01384143,0.26063650432047986,0.26063650432047986
cg19079194,0.26063497743860287,0.26063497743860287
cg23350385,-0.26062704741133286,0.26062704741133286
cg13100118,-0.2606146131153576,0.2606146131153576
cg03234702,0.2605787099239063,0.2605787099239063
cg13678973,0.2605727760798183,0.2605727760798183
cg01856162,0.26055373980195595,0.26055373980195595
cg09539538,-0.2605440661499052,0.2605440661499052
cg20883723,-0.2605432820753639,0.2605432820753639
cg06933824,0.2604541130142779,0.2604541130142779
cg00003298,0.2604212087819658,0.2604212087819658
cg03072984,0.26039199224429777,0.26039199224429777
cg08491188,0.2603671368125349,0.2603671368125349
cg13393830,0.2603667455353309,0.2603667455353309
cg07575466,0.26027894652726713,0.26027894652726713
cg01380884,-0.2602676652503425,0.2602676652503425
cg24886267,0.26026749652213776,0.26026749652213776
cg20784693,-0.26025394380993644,0.26025394380993644
cg07918545,0.26024056401251694,0.26024056401251694
cg21197774,0.26021601939912836,0.26021601939912836
cg05627639,0.26020721221283816,0.26020721221283816
cg23010048,0.26019033941727304,0.26019033941727304
cg25999442,0.260177633122447,0.260177633122447
cg25191628,0.2601673980392119,0.2601673980392119
cg18070676,0.26008648091098446,0.26008648091098446
cg17657814,-0.2600826167468165,0.2600826167468165
cg22138735,0.2600803864997946,0.2600803864997946
cg18911395,0.2600735245284961,0.2600735245284961
cg27277463,0.2600703779362824,0.2600703779362824
cg08633074,-0.2600238828250679,0.2600238828250679
